x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0.0,0.05922859568229951,0.1170731688451442,0.17214914140473772,0.22307808457519757,0.2685072567079014,0.3071445291601676,0.337807553864449,0.3594824431943445,0.37138455699252526,0.3730128233790535,0.36418962767597357,0.3450805518422727,0.3161916177253477,0.2783454002773725,0.23264057665983934,0.180401447856717,0.12312431430555046,0.06242632712203101,0.0
0.0,0.05922859568229951,0.1170731688451442,0.17214914140473772,0.22307808457519757,0.2685072567079014,0.3071445291601676,0.337807553864449,0.3594824431943445,0.37138455699252526,0.3730128233790535,0.36418962767597357,0.3450805518422727,0.3161916177253477,0.2783454002773725,0.23264057665983934,0.180401447856717,0.12312431430555046,0.06242632712203101,0.0
0.0,0.0596449488707909,0.11789858727165207,0.1733685272800916,0.22466764402700204,0.27043352971254864,0.30936367741555476,0.34026523377405454,0.3621145031107234,0.37411865507861936,0.37577089598428304,0.36689098465209524,0.34764526849649774,0.3185438558938302,0.2804163294731982,0.2343706684092714,0.18174205503726185,0.12403858716376032,0.06288962413759394,0.0
0.0,0.060410796074463514,0.11941704477391162,0.17561212559891812,0.22759298685332932,0.27397943019396387,0.3134497696961509,0.3447916772259714,0.3669632310233639,0.3791563506904165,0.38085356525415565,0.37186970616850706,0.35237250002636206,0.32287960718343817,0.2842335836415881,0.23755962697951732,0.18421304312782094,0.12572371889905068,0.06374352880667422,0.0
0.0,0.06139844090302407,0.12137570746218654,0.17850717430480975,0.23136943145391492,0.2785593101580925,0.3187301569496094,0.3506441313661551,0.3732353207050551,0.38567549186542094,0.3874330034847224,0.3783160799184995,0.3584941507153551,0.32849470787944374,0.2891772572255926,0.2416894857301706,0.1874129355780128,0.12790582616124443,0.06484922316994084,0.0
0.0,0.06243083170213187,0.12342402374508721,0.18153685141442885,0.23532499772650914,0.2833612259332954,0.32427230077815183,0.35679289352762067,0.3798310100829732,0.39253634881873767,0.39436162911421035,0.38510764776775136,0.3649454586964901,0.3344130222555849,0.29438801458945263,0.24604221787229547,0.19078518654466664,0.13020523731510214,0.06601426986009364,0.0
0.0,0.06329741333646387,0.12514511433880107,0.18408656388203726,0.23866060952683876,0.2874197030785459,0.32896737342986965,0.36201365118684337,0.3854427321238561,0.3983838744663116,0.4002750905039004,0.39090994723989003,0.37046056524971055,0.33947405825382804,0.2988442199965259,0.24976417995299116,0.19366812832230523,0.1321705643400536,0.06700988085241988,0.0
0.0,0.06377280816616969,0.1260927642945934,0.18549849646609587,0.24052103836817354,0.28970148173515425,0.3316287684595838,0.36499628855484534,0.38867135489994187,0.40176819511148404,0.40371360664639416,0.39429520859902883,0.37368511673670785,0.3424361976607185,0.30145281309627325,0.25194203990639646,0.19535382001679955,0.13331884680751985,0.06759126376337332,0.0
0.0,0.06363646999144631,0.12583034058040451,0.1851289974604302,0.2400695323275499,0.28919571017421447,0.33109571473274335,0.3644593222662798,0.3881484278684035,0.4012713203557737,0.40324956566731757,0.3938671696347366,0.3732946678599515,0.3420852438067859,0.30114486544240715,0.2516826165510601,0.19514992826834487,0.13317776450118174,0.06751901672112226,0.0
0.0,0.06269133601340957,0.12396772332700319,0.18240303024706142,0.23655862042823275,0.2849995042662202,0.32633155256157553,0.359258426416046,0.38265209924534094,0.3956272799841177,0.39760849395155873,0.3883793986684588,0.3681069227040088,0.3373373186175283,0.29696616299097145,0.24818856433336284,0.1924383889605029,0.13132565492895226,0.06657941095627788,0.0
